54.858114,-5.141135
54.637406,-4.877326
54.813863,-4.954968
54.866018,-4.839944
54.680659,-4.394707
54.897618,-4.405700
54.881821,-3.605923
54.881821,-3.605923
54.989119,-3.572943
54.965475,-3.204660
54.824900,-3.432437
54.518411,-3.641421
54.294569,-3.428082
54.086503,-3.166194
54.226427,-3.045265
54.160946,-3.000637
54.154111,-2.925744
54.193499,-2.909941
54.207155,-2.850164
54.229638,-2.800693
54.188678,-2.870089
54.136415,-2.782725
54.034111,-2.925640
53.968730,-2.859679
53.925085,-3.043052
53.871680,-3.045800
53.859128,-3.051350
53.781303,-3.060973
53.734528,-2.983267
53.735025,-2.910354
53.758576,-2.762629
53.725682,-2.946322
53.625218,-3.053465
53.548998,-3.104997
53.526554,-3.069268
53.410064,-2.999871
53.383042,-2.978571
53.327608,-2.851705
53.333605,-2.821835
53.322533,-2.794695
53.331811,-2.779579
53.351023,-2.751538
53.357990,-2.715922
53.357785,-2.675384
53.357170,-2.698401
53.347129,-2.716953
53.344282,-2.737428
53.342896,-2.755653
53.327726,-2.762524
53.314088,-2.752389
53.302805,-2.775911
53.288739,-2.859184
53.307206,-2.929954
53.382223,-3.010344
53.442795,-3.043325
53.423978,-3.102185
53.389185,-3.197004
53.369524,-3.187385
53.269853,-3.056150
53.231646,-3.068517
53.356412,-3.319307
53.296906,-3.600489
53.303472,-3.740656
53.341656,-3.875343
53.299410,-3.845110
53.233290,-4.080074
53.226714,-4.158407
53.313770,-4.042794
53.316642,-4.122497
53.299410,-4.211132
53.415384,-4.288670
53.406380,-4.571052
53.310078,-4.570365
53.323614,-4.678238
53.285866,-4.684950
53.280118,-4.623107
53.241920,-4.592188
53.245618,-4.554398
53.209446,-4.504927
53.128358,-4.333967
53.057847,-4.341525
52.941728,-4.526249
52.800810,-4.767419
52.784617,-4.732301
52.824882,-4.611373
52.782540,-4.522051
52.810772,-4.484260
52.867182,-4.463648
52.919378,-4.226620
52.928071,-4.060344
52.893702,-4.143746
52.821521,-4.146636
52.727685,-4.065394
52.631896,-4.124756
52.541786,-4.056047
52.568504,-3.935119
52.516722,-4.047802
52.293866,-4.190718
52.144108,-4.523271
51.914288,-5.320300
